scrambled_id,year,month,day,mean_temp,high_temp,high_time,low_temp,low_time,heat_deg_days,cool_deg_days,rain,wind_avg,wind_hi,wind_hi_time,dom_dir,mean_barom,mean_hum,flagged,anomaly_note
SC17513,2014,3,27,28.7,33.9,2:19pm,22.8,5:49am,0,0,0.0,1,19,11:33am,ESE,1008.44,75,N,
SC83269,2014,3,28,30.1,36.2,11:53am,23.5,6:23am,0,0,0.0,1,19,12:26pm,ESE,1006.71,72,N,
SC97257,2014,3,29,29.6,34.6,2:38pm,24.5,6:14am,0,0,0.0,2,24,5:24pm,SE,1005.02,73,N,
SC56365,2014,3,30,29.8,35.7,11:17am,24.6,6:30am,0,0,0.0,3,24,1:36pm,SSE,1006.51,66,N,
SC53984,2014,3,31,31.3,38.5,11:58am,25.4,5:43am,0,0,0.0,2,24,2:05pm,SE,1003.48,61,N,
SC91810,2014,4,1,31.1,36.9,11:45am,26.3,5:10am,0,0,0.0,3,27,8:47am,SSE,1003.8,64,N,
SC58541,2014,4,2,30.7,35.1,12:21pm,27.6,5:59am,0,0,0.0,3,26,10:57am,SE,1003.9,77,N,
SC89684,2014,4,3,30.4,34.1,12:00pm,27.0,5:38am,0,0,0.0,2,24,11:32am,SE,1005.46,73,N,
SC71931,2014,4,4,30.2,34.0,10:36am,26.5,5:54am,0,0,0.0,2,27,3:17pm,SSE,1008.13,72,N,
SC84287,2014,4,5,30.8,35.4,1:50pm,26.9,6:09am,0,0,0.0,3,26,3:30pm,SSE,1006.73,83,N,
SC68673,2014,4,6,30.0,33.9,11:01am,26.8,5:16am,0,0,0.0,5,42,2:45pm,SSE,1007.94,74,N,
SC32048,2014,4,7,29.8,34.3,10:52am,26.4,4:57am,0,0,0.0,5,39,2:08pm,SSE,1008.46,75,N,
SC46352,2014,4,8,30.4,34.9,1:04pm,26.8,4:04am,0,0,0.0,6,31,11:30am,SSE,1005.03,83,N,
SC87660,2014,4,9,31.0,35.6,10:48am,27.2,6:03am,0,0,0.0,4,31,4:10pm,SSE,1007.94,83,N,
SC52732,2014,4,10,31.0,35.0,10:46am,27.6,6:21am,0,0,0.0,2,27,4:39pm,SSE,1008.48,69,N,
SC95600,2014,4,11,30.7,36.4,10:57am,26.9,5:40am,0,0,0.0,4,26,3:37pm,SSE,1007.27,70,N,
SC85027,2014,4,12,31.6,34.9,1:08pm,28.7,4:35am,0,0,0.0,4,32,4:22pm,SSE,1004.69,75,N,
SC54856,2014,4,13,30.5,33.8,12:22pm,27.9,5:23am,0,0,0.0,4,27,10:00am,SE,1006.62,85,N,
SC53946,2014,4,14,30.1,33.1,12:42pm,26.9,5:43am,0,0,0.0,2,24,11:16am,SE,1007.45,82,N,
SC58721,2014,4,15,29.7,33.2,9:43am,26.7,5:36am,0,0,0.0,3,31,1:26pm,SE,1009.69,75,N,
SC35061,2014,4,16,31.2,34.9,10:07am,27.6,4:48am,0,0,0.0,4,27,5:38pm,SE,1005.08,78,N,
SC40944,2014,4,17,29.8,34.4,11:54am,25.8,5:51am,0,0,0.0,5,29,1:53pm,SSE,1003.81,74,N,
SC48114,2014,4,18,31.8,35.6,9:48am,28.6,5:10am,0,0,0.0,4,32,12:44pm,SE,1007.7,74,N,
SC38549,2014,4,19,31.5,35.6,10:23am,27.9,5:57am,0,0,0.0,2,23,1:55pm,SE,1006.46,74,N,
SC55595,2014,4,20,29.4,33.3,2:17pm,25.2,5:30am,0,0,0.0,2,21,11:04am,E,1005.42,75,N,
SC47634,2014,4,21,30.6,34.8,11:45am,25.8,5:47am,0,0,0.0,2,27,2:15pm,ESE,1004.06,78,N,
SC11095,2014,4,22,31.3,34.8,12:29pm,26.5,5:41am,0,0,0.0,1,21,3:15pm,E,1007.85,73,N,
SC80039,2014,4,23,30.8,34.5,1:15pm,26.0,5:30am,0,0,0.0,1,23,2:19pm,E,1007.28,78,N,
SC85481,2014,4,24,31.1,35.1,10:21am,27.7,4:25am,0,0,0.0,3,31,2:23pm,SE,1005.2,74,N,
SC45695,2014,4,25,31.8,36.5,10:35am,27.7,5:53am,0,0,0.0,3,27,1:00pm,SSE,1006.39,77,N,
SC78049,2014,4,26,30.3,34.8,1:40pm,27.8,3:34am,0,0,0.0,4,29,2:02pm,SE,1006.08,80,N,
SC99596,2014,4,27,31.4,35.3,12:10pm,28.6,4:56am,0,0,0.0,4,31,2:46pm,SSE,1006.14,80,N,
SC71741,2014,4,28,32.0,36.2,12:57pm,28.9,4:59am,0,0,0.0,4,24,12:02pm,SSE,1005.03,77,N,
SC61892,2014,4,29,31.6,35.6,12:46pm,28.1,5:47am,0,0,0.0,4,32,2:45pm,SSE,1003.77,80,N,
SC51437,2014,4,30,31.4,35.2,11:07am,28.0,5:57am,0,0,0.0,3,24,12:31pm,ESE,1005.65,80,N,
SC72982,2014,5,1,32.7,36.8,1:09pm,29.8,5:46am,0,0,0.0,4,32,1:24pm,SE,1005.13,76,N,
SC93333,2014,5,2,31.3,35.2,1:33pm,28.5,5:58am,0,0,0.0,4,29,11:48am,SSE,1006.06,79,N,
SC67937,2014,5,3,32.4,36.1,12:03pm,29.7,5:13am,0,0,0.0,4,26,9:24am,SE,1003.99,74,N,
SC70583,2014,5,4,31.0,34.6,12:08pm,28.7,2:46am,0,0,0.0,2,21,3:44pm,ESE,1005.75,80,N,
SC52204,2014,5,5,29.5,32.5,2:00pm,24.9,7:01am,0,0,9.2,1,26,6:51am,ESE,1003.73,86,N,
SC70074,2014,5,6,30.9,34.2,2:49pm,26.2,3:41am,0,0,3.2,2,21,2:47am,E,1006.26,88,N,
SC64197,2014,5,7,31.0,34.6,11:20am,27.3,11:56pm,0,0,0.2,2,27,10:56pm,SSE,1003.43,88,N,
SC25333,2014,5,8,29.4,33.5,12:57pm,25.3,5:13am,0,0,1.2,4,34,2:11pm,SSE,1003.12,86,N,
SC62512,2014,5,9,29.4,33.2,12:36pm,25.9,2:58am,0,0,0.0,7,39,6:00pm,SSE,1001.35,92,N,
SC77168,2014,5,10,31.4,35.9,11:09am,27.9,4:52am,0,0,0.0,4,29,12:37am,S,1002.79,71,N,
SC85601,2014,5,11,33.5,39.1,12:29pm,29.9,5:45am,0,0,0.0,3,21,7:10pm,SSE,1004.05,78,N,
SC28940,2014,5,12,33.2,39.1,11:49am,29.6,5:46am,0,0,0.0,4,27,6:35pm,SSE,1005.23,80,N,
SC52367,2014,5,13,33.3,37.5,10:06am,29.9,5:52am,0,0,0.0,4,32,3:06pm,SSE,1003.5,79,N,
SC73663,2014,5,14,32.3,39.4,11:35am,28.6,5:31am,0,0,0.0,3,26,4:12pm,SE,1001.4,70,N,
SC66544,2014,5,15,34.3,39.3,10:31am,29.2,4:54am,0,0,0.0,2,21,2:43am,ESE,1000.08,53,N,
SC54209,2014,5,16,33.3,40.9,12:34pm,28.7,5:20am,0,0,0.0,2,23,4:55pm,SE,1002.86,46,N,
SC34949,2014,5,17,32.1,36.4,11:42am,29.3,4:12am,0,0,0.0,3,23,4:31pm,SE,1001.61,71,N,
SC63145,2014,5,18,32.2,36.4,9:27am,29.3,5:32am,0,0,0.0,2,21,9:44pm,SE,1003.92,82,N,
SC73283,2014,5,19,31.4,36.1,11:05am,28.3,5:48am,0,0,0.0,4,32,2:39pm,SSE,1003.03,76,N,
SC15234,2014,5,20,32.2,35.7,11:30am,29.4,4:58am,0,0,0.0,4,26,1:11pm,SSE,1002.36,80,N,
SC14933,2014,5,21,32.6,37.9,11:28am,28.8,6:15am,0,0,0.0,3,29,2:22pm,SSE,1001.72,62,N,
SC61190,2014,5,22,33.7,41.2,1:04pm,29.6,5:53am,0,0,0.0,3,24,4:42am,SW,999.47,49,N,
SC13953,2014,5,23,34.8,43.6,1:27pm,29.7,4:03am,0,0,0.0,4,29,9:17am,SW,1014.36,56,N,
SC73364,2014,5,24,33.7,40.3,12:09pm,29.5,5:54am,0,0,0.0,3,27,3:53pm,SSE,1013.64,53,N,
SC20708,2014,5,25,32.3,39.8,12:56pm,28.7,5:39am,0,0,0.0,2,29,8:45pm,WSW,999.37,65,N,
SC67975,2014,5,26,32.4,38.1,12:16pm,29.5,5:11am,0,0,0.0,4,24,2:44pm,SSE,1000.66,76,N,
SC43655,2014,5,27,31.8,35.9,11:43am,28.2,5:03am,0,0,0.0,4,29,12:06pm,SSE,1001.36,67,N,
SC77700,2014,5,28,32.5,35.8,12:39pm,29.8,5:53am,0,0,0.0,4,29,1:01pm,SSE,1002.49,66,N,
SC45180,2014,5,29,31.5,35.8,10:57am,27.8,5:54am,0,0,0.0,3,26,8:20pm,SSE,1002.66,65,N,
SC12385,2014,5,30,33.0,38.3,10:49am,29.5,5:47am,0,0,0.0,3,27,2:26pm,SSE,1001.51,71,N,
SC27982,2014,5,31,33.0,37.9,10:49am,29.2,5:28am,0,0,0.0,3,27,7:33pm,S,1001.67,77,N,
SC38252,2014,6,1,33.0,37.2,9:58am,30.3,5:49am,0,0,0.0,4,26,10:37pm,SE,1014.7,70,N,
SC43216,2014,6,2,31.4,34.3,1:26pm,28.1,11:59pm,0,0,0.6,4,29,12:50pm,SE,998.98,82,N,
SC14028,2014,6,3,31.1,36.5,10:39am,26.6,12:59am,0,0,0.0,2,24,2:44pm,E,1002.21,72,N,
SC87202,2014,6,4,32.0,38.6,12:39pm,28.4,5:53am,0,0,0.0,2,21,4:12pm,SE,1011.38,75,N,
SC25038,2014,6,5,34.7,40.7,12:17pm,30.1,5:05am,0,0,0.0,3,24,8:53am,WSW,1011.9,63,N,
SC90032,2014,6,6,32.8,39.6,12:07pm,28.7,4:20am,0,0,0.0,4,26,4:05pm,SE,1014.74,60,N,
SC69519,2014,6,7,33.5,41.4,2:01pm,30.8,2:11am,0,0,0.0,3,26,11:30am,WSW,1013.15,58,N,
SC20109,2014,6,8,34.9,38.6,2:26pm,32.0,6:47am,0,0,0.0,3,27,6:56am,SW,1013.32,56,N,
SC14442,2014,6,9,29.0,34.3,12:00am,23.9,4:16am,0,0,0.0,3,37,1:58am,WSW,1011.6,85,N,
SC93949,2014,6,10,32.8,38.0,3:30pm,26.6,12:00am,0,0,0.0,3,31,12:12pm,WSW,1014.77,70,N,
SC99184,2014,6,11,33.9,40.4,2:49pm,30.0,5:45am,0,0,0.0,5,31,7:06am,W,1012.15,55,N,
SC34093,2014,6,12,34.6,40.4,3:43pm,30.3,12:21am,0,0,0.0,3,29,12:02pm,W,1012.53,53,N,
SC11036,2014,6,13,35.4,39.1,4:23pm,30.6,6:13am,0,0,0.0,5,34,3:33am,WSW,1014.11,49,N,
SC69939,2014,6,14,33.1,36.2,12:41pm,29.7,6:27am,0,0,0.0,3,29,1:56am,W,1002.03,44,N,
SC91231,2014,6,15,34.1,39.8,2:48pm,29.7,5:01am,0,0,0.0,2,27,12:21pm,WSW,1000.94,52,N,
SC18259,2014,6,16,34.9,40.3,1:02pm,31.3,6:28am,0,0,0.0,3,26,9:22am,SSE,998.95,53,N,
SC28815,2014,6,17,35.2,40.6,2:28pm,30.9,5:51am,0,0,0.0,5,35,7:24am,W,1013.19,48,N,
SC43360,2014,6,18,35.6,39.1,3:07pm,31.8,6:27am,0,0,0.0,5,29,12:26am,W,1013.07,36,N,
SC27891,2014,6,19,34.9,39.2,2:27pm,28.9,5:50am,0,0,0.0,6,32,11:55am,SW,1013.2,37,N,
SC30651,2014,6,20,34.8,39.7,3:16pm,30.7,8:40pm,0,0,1.6,5,34,9:58am,WSW,998.64,50,N,
SC44388,2014,6,21,33.7,39.8,2:19pm,28.0,12:00am,0,0,2.8,3,27,9:45am,SSE,1004.24,60,N,
SC77448,2014,6,22,32.2,38.3,2:19pm,26.2,12:00am,0,0,1.0,3,27,9:45am,S,1004.87,65,N,
SC13904,2014,6,23,35.0,40.1,4:20pm,30.5,12:00am,0,0,0.0,3,29,10:53am,W,1000.09,53,N,
SC54707,2014,6,24,33.8,39.7,1:04pm,30.5,11:58pm,0,0,0.0,4,27,9:14am,W,1013.77,49,N,
SC66757,2014,6,25,34.0,39.8,1:30pm,30.4,1:54am,0,0,0.0,3,26,10:24am,WSW,1012.8,57,N,
SC27470,2014,6,26,33.9,39.4,12:19pm,30.9,11:48pm,0,0,0.0,3,26,8:26am,SSE,1000.19,55,N,
SC34486,2014,6,27,32.8,39.2,12:29pm,29.3,6:11am,0,0,0.0,5,32,6:51am,S,1004.32,59,N,
SC43094,2014,6,28,30.5,38.3,1:11pm,23.3,5:19pm,0,0,0.0,2,37,4:57pm,SW,1004.79,73,N,
SC82534,2014,6,29,31.9,39.6,12:51pm,27.4,11:57pm,0,0,9.2,2,29,3:43pm,SW,1002.27,78,N,
SC54751,2014,6,30,30.4,38.2,1:55pm,25.9,3:20am,0,0,18.0,3,45,6:15pm,SW,1001.32,75,N,
SC97056,2014,7,1,32.4,38.5,2:26pm,25.9,3:38am,0,0,0.0,2,27,12:24am,SW,1001.97,65,N,
SC51812,2014,7,2,32.3,36.9,2:20pm,27.6,6:13am,0,0,0.0,3,26,12:07am,SW,1003.62,65,N,
SC85472,2014,7,3,33.6,39.2,1:46pm,29.5,4:30am,0,0,0.0,3,24,9:15am,SSW,1001.62,58,N,
SC48002,2014,7,4,33.9,39.6,1:38pm,30.3,1:56am,0,0,0.0,4,27,9:13am,WSW,1013.6,62,N,
SC82468,2014,7,5,32.1,37.0,12:38pm,27.9,4:35am,0,0,0.2,3,24,12:10am,WSW,1011.91,58,N,
SC32091,2014,7,6,31.9,37.2,3:19pm,26.0,5:40am,0,0,1.4,4,40,2:14am,W,1001.66,66,N,
SC86259,2014,7,7,31.3,35.7,3:34pm,26.6,3:33am,0,0,0.6,2,27,11:49pm,SE,1002.01,65,N,
SC16546,2014,7,8,30.5,35.9,3:52pm,25.6,2:32am,0,0,5.0,3,29,1:27am,W,1001.25,69,N,
SC25006,2014,7,9,32.1,34.4,4:36pm,26.0,11:13pm,0,0,5.8,3,34,9:50pm,W,999.72,55,N,
SC11382,2014,7,10,28.7,33.8,2:39pm,23.5,9:12pm,0,0,14.0,3,43,8:07pm,WSW,1002.03,81,N,
SC12893,2014,7,11,28.6,30.6,4:35pm,24.1,12:00am,0,0,1.0,3,24,12:09pm,WSW,1001.24,72,N,
SC68741,2014,7,12,31.5,34.8,4:49pm,28.6,4:04am,0,0,0.0,4,29,10:46pm,WSW,1000.01,50,N,
SC31497,2014,7,13,33.1,36.7,2:49pm,29.4,6:11am,0,0,0.4,5,35,6:42pm,WSW,1013.47,50,N,
SC41283,2014,7,14,33.1,36.6,2:34pm,29.8,4:25am,0,0,1.4,4,31,9:39am,WSW,1011.0,48,N,
SC41470,2014,7,15,33.9,36.6,2:20pm,29.9,6:00am,0,0,0.0,4,32,10:59am,SW,1013.82,46,N,
SC76747,2014,7,16,33.5,37.7,3:05pm,29.9,6:27am,0,0,0.0,4,35,12:54pm,SW,1000.09,47,N,
SC55630,2014,7,17,33.6,38.3,3:56pm,29.5,5:25am,0,0,0.0,4,31,11:58am,SW,1000.54,56,N,
SC23644,2014,7,18,32.6,37.2,2:21pm,28.8,7:02am,0,0,0.0,5,32,9:43am,WSW,1000.25,46,N,
SC92706,2014,7,19,33.2,35.3,3:20pm,30.3,6:53am,0,0,0.0,5,37,11:17am,SW,1002.93,44,N,
SC53228,2014,7,20,33.2,37.3,2:50pm,28.9,8:17pm,0,0,2.8,4,34,10:39am,SW,1002.59,60,N,
SC72723,2014,7,21,33.2,38.2,1:54pm,26.9,10:08pm,0,0,8.2,5,34,11:17am,SW,999.41,49,N,
SC77139,2014,7,22,31.5,37.1,2:54pm,26.6,12:00am,0,0,2.8,2,29,10:32am,SW,999.03,59,N,
SC38723,2014,7,23,34.3,38.8,3:37pm,30.2,5:58am,0,0,0.0,5,37,12:51pm,WSW,999.21,52,N,
SC61320,2014,7,24,31.8,36.9,4:00pm,28.3,11:47pm,0,0,2.0,4,29,10:00am,WSW,1002.18,49,N,
SC29617,2014,7,25,32.9,39.3,3:13pm,28.4,1:04am,0,0,7.8,2,32,4:38pm,W,1003.41,64,N,
SC86060,2014,7,26,32.5,38.3,2:40pm,29.8,11:55pm,0,0,1.2,3,31,10:34am,WSW,1002.13,56,N,
SC71051,2014,7,27,31.8,35.0,3:06pm,27.5,5:12am,0,0,0.0,3,31,1:48pm,SW,1001.28,62,N,
SC55976,2014,7,28,32.8,34.9,3:38pm,30.3,3:09am,0,0,0.0,3,26,11:45am,SW,1002.66,54,N,
SC65618,2014,7,29,31.3,35.9,2:38pm,26.1,6:27pm,0,0,8.2,2,27,10:33am,SW,1000.01,54,N,
SC25443,2014,7,30,31.0,32.8,5:25pm,27.7,12:00am,0,0,0.0,1,26,10:29am,SW,1002.1,60,N,
SC83641,2014,7,31,33.8,38.9,3:24pm,29.8,5:35am,0,0,0.0,4,27,12:46pm,SW,1000.47,44,N,
SC33520,2014,8,1,33.3,38.3,1:59pm,25.5,11:50pm,0,0,0.0,4,32,8:59pm,SW,1002.0,56,N,
SC26272,2014,8,2,29.6,30.6,3:51pm,25.3,12:00am,0,0,0.6,1,21,10:17am,WSW,1003.52,67,N,
SC80204,2014,8,3,32.0,37.2,2:36pm,25.8,9:30pm,0,0,12.2,2,35,8:55pm,S,1002.14,67,N,
SC56052,2014,8,4,31.7,36.1,3:11pm,25.0,12:00am,0,0,0.0,2,34,11:02am,SW,1013.57,55,N,
SC49241,2014,8,5,33.8,38.4,3:51pm,26.9,11:18pm,0,0,9.6,4,29,10:14am,WSW,1001.55,50,N,
SC82470,2014,8,6,30.9,36.2,4:37pm,26.6,12:14am,0,0,9.0,2,32,6:45pm,SW,1003.42,75,N,
SC34467,2014,8,7,31.1,34.4,3:55pm,27.2,12:00am,0,0,0.0,2,24,9:51am,SSE,1000.28,71,N,
SC71071,2014,8,8,31.0,36.5,1:56pm,25.3,6:22pm,0,0,0.0,3,27,5:18pm,S,1003.16,70,N,
SC24624,2014,8,9,28.1,34.1,2:20pm,24.1,2:15am,0,0,2.0,3,24,12:00am,WSW,1003.7,84,N,
SC52664,2014,8,10,27.8,34.4,1:46pm,24.4,3:30am,0,0,5.2,3,27,8:44pm,SW,1002.55,80,N,
SC52874,2014,8,11,29.7,36.0,1:52pm,26.0,12:38am,0,0,0.0,2,26,5:40pm,SW,1001.58,72,N,
SC90445,2014,8,12,27.9,35.3,3:18pm,23.5,1:20am,0,0,0.0,2,34,6:36pm,SW,1003.61,75,N,
SC17222,2014,8,13,29.5,35.1,2:08pm,25.7,4:36am,0,0,0.0,2,27,1:39am,SW,1002.39,73,N,
SC59525,2014,8,14,29.5,34.8,1:17pm,27.1,7:33pm,0,0,2.6,2,34,9:40pm,S,1003.96,72,N,
SC96167,2014,8,15,29.5,35.0,12:55pm,26.1,5:46am,0,0,0.0,3,24,12:56am,ESE,1002.79,68,N,
SC34719,2014,8,16,28.8,33.7,1:21pm,24.7,6:20am,0,0,0.0,2,26,3:28am,WSW,1004.58,70,N,
SC10730,2014,8,17,30.1,35.6,2:12pm,26.2,6:18am,0,0,0.0,2,23,12:17pm,SW,1005.07,76,N,
SC61694,2014,8,18,28.4,32.0,1:13pm,26.5,4:34am,0,0,0.0,2,23,3:23am,SSE,1004.21,73,N,
SC69774,2014,8,19,29.6,33.5,10:33am,26.6,4:50am,0,0,0.0,3,26,1:09pm,S,1004.96,74,N,
SC76153,2014,8,20,28.9,32.7,1:02pm,27.1,5:45am,0,0,0.0,3,26,4:00pm,SSE,1004.73,77,N,
SC71303,2014,8,21,29.6,33.7,10:48am,27.4,6:02am,0,0,0.0,3,31,4:02pm,SSE,1002.61,81,N,
SC95881,2014,8,22,30.4,34.2,11:34am,28.5,6:13am,0,0,0.0,2,24,12:54pm,ESE,1001.81,74,N,
SC15066,2014,8,23,28.9,32.1,9:40am,27.6,6:04am,0,0,0.0,1,23,7:33pm,SE,1004.48,75,N,
SC77706,2014,8,24,29.0,33.8,12:10pm,23.0,11:56pm,0,0,0.0,3,34,10:56pm,SSE,1003.45,72,N,
SC66955,2014,8,25,28.0,32.9,2:59pm,22.7,12:05am,0,0,14.0,1,32,12:00am,SSE,1002.51,96,N,
SC95877,2014,8,26,29.8,34.3,3:35pm,26.6,5:59am,0,0,5.4,1,23,9:44pm,SE,1002.03,81,N,
SC70951,2014,8,27,28.2,30.9,1:07pm,26.4,5:55am,0,0,0.0,1,19,12:25pm,SW,1001.71,89,N,
SC39547,2014,8,28,28.3,31.2,3:12pm,26.0,3:12am,0,0,0.0,1,27,11:47am,WSW,1002.56,73,N,
SC60561,2014,8,29,29.1,32.1,3:19pm,26.7,6:30am,0,0,0.4,2,27,10:44am,WSW,1013.01,64,N,
SC50938,2014,8,30,31.3,35.9,1:27pm,28.0,5:40am,0,0,0.0,3,35,10:46am,SW,1014.23,62,N,
SC71256,2014,8,31,32.1,36.3,2:07pm,28.6,5:56am,0,0,0.0,4,32,10:28pm,SW,1013.75,52,N,
SC22922,2014,9,1,30.0,34.7,1:45pm,27.6,5:41am,0,0,0.0,3,29,11:19am,SW,1012.05,59,N,
SC20693,2014,9,2,30.3,35.4,12:12pm,27.4,5:31am,0,0,0.0,4,29,6:35pm,SSE,1001.33,69,N,
SC76506,2014,9,3,29.6,35.7,12:32pm,24.3,6:45pm,0,0,0.0,3,40,6:17pm,SSE,1005.3,71,N,
SC20155,2014,9,4,27.4,29.7,11:01am,24.5,12:40am,0,0,5.2,1,24,12:08am,SSW,1004.01,93,N,
SC16642,2014,9,5,29.4,35.8,4:03pm,23.7,10:56pm,0,0,0.0,2,34,10:17pm,SSW,1004.05,77,N,
SC33206,2014,9,6,28.3,33.0,2:31pm,24.0,12:26am,0,0,5.0,1,23,11:37am,SSW,1003.75,81,N,
SC87280,2014,9,7,30.0,36.1,2:52pm,27.1,4:59pm,0,0,8.2,2,27,11:55am,WSW,1002.07,77,N,
SC34380,2014,9,8,30.0,35.5,1:49pm,27.1,5:14am,0,0,0.0,3,27,4:58pm,SSE,1003.19,80,N,
SC78847,2014,9,9,29.2,35.9,3:03pm,26.1,6:02am,0,0,0.0,3,23,8:45am,W,1004.59,68,N,
SC85737,2014,9,10,30.7,36.1,12:49pm,27.1,5:32am,0,0,0.0,2,24,9:59pm,E,1003.92,69,N,
SC84209,2014,9,11,30.5,35.7,12:39pm,26.8,5:55am,0,0,0.0,2,21,9:44pm,E,1004.55,69,N,
SC96619,2014,9,12,30.1,35.4,1:29pm,25.8,7:48am,0,0,3.2,1,24,11:51pm,ESE,1006.35,69,N,
SC53231,2014,9,13,28.6,33.8,1:10pm,25.3,12:35am,0,0,0.4,1,29,5:34am,WNW,1003.98,78,N,
SC77436,2014,9,14,28.7,35.1,1:10pm,24.9,11:44pm,0,0,14.2,1,31,11:48am,SSW,1004.69,77,N,
SC49187,2014,9,15,29.3,35.4,1:41pm,23.9,9:56pm,0,0,19.8,2,47,9:00pm,W,1001.32,78,N,
SC21701,2014,9,16,27.0,31.4,2:59pm,21.8,12:28am,0,0,2.4,2,31,3:59pm,W,1001.78,83,N,
SC58313,2014,9,17,28.7,34.4,1:12pm,25.0,3:05am,0,0,0.0,3,32,1:40pm,W,999.2,71,N,
SC96070,2014,9,18,27.1,29.0,12:00am,26.0,5:35am,0,0,2.4,2,23,5:18pm,W,1000.51,85,N,
SC50213,2014,9,19,30.2,36.4,2:24pm,26.7,5:47am,0,0,0.0,2,23,10:06am,SW,1002.67,68,N,
SC57740,2014,9,20,29.3,34.5,11:55am,25.6,4:13am,0,0,0.0,2,26,3:24am,WSW,1001.13,70,N,
SC59705,2014,9,21,30.3,35.3,11:17am,28.0,5:59am,0,0,0.2,1,16,5:37am,W,1003.2,71,N,
SC63773,2014,9,22,27.6,32.8,11:13am,24.4,5:23am,0,0,13.0,1,29,11:26am,ESE,1004.98,86,N,
SC37574,2014,9,23,30.7,36.0,12:29pm,28.0,5:14am,0,0,0.0,1,21,11:08am,SE,1005.53,80,N,
SC23904,2014,9,24,30.3,35.0,11:27am,28.4,6:09am,0,0,0.0,2,23,12:18pm,SW,1005.35,75,N,
SC87255,2014,9,25,30.0,34.2,12:02pm,27.4,6:55am,0,0,0.0,2,23,1:05pm,ESE,1003.96,75,N,
SC55470,2014,9,26,29.1,33.2,10:25am,26.5,5:44am,0,0,0.0,1,23,1:37pm,E,1008.29,77,N,
SC46173,2014,9,27,28.7,32.5,9:57am,25.5,5:54am,0,0,0.0,1,18,10:24am,E,1009.14,83,N,
SC94654,2014,9,28,28.7,32.8,11:12am,25.1,4:59am,0,0,3.4,1,19,1:53pm,E,1005.92,78,N,
SC96837,2014,9,29,30.3,33.9,12:32pm,27.3,5:35am,0,0,0.4,1,19,4:11pm,E,1005.96,77,N,
SC32118,2014,9,30,29.0,33.0,9:45am,26.0,4:30am,0,0,0.0,1,21,1:45pm,E,1008.58,80,N,
SC90926,2014,10,1,30.2,34.1,1:00pm,27.6,5:45am,0,0,0.0,1,19,1:45pm,E,1005.97,83,N,
SC17125,2014,10,2,29.2,33.3,11:30am,25.2,5:15am,0,0,0.0,1,18,1:00pm,E,1006.46,78,N,
SC84181,2014,10,3,29.4,33.8,1:45pm,26.1,6:00am,0,0,0.0,1,19,12:30pm,ESE,1007.64,85,N,
SC76837,2014,10,4,30.4,35.1,12:15pm,26.1,5:55am,0,0,0.0,1,19,12:18pm,ENE,1007.51,69,N,
SC93221,2014,10,5,30.9,35.3,10:57am,27.5,5:08am,0,0,0.0,1,18,8:34am,ESE,1008.3,80,N,
SC56961,2014,10,6,30.3,36.1,11:50am,27.2,5:32am,0,0,0.0,1,26,3:15pm,ESE,1007.0,76,N,
SC36908,2014,10,7,28.6,32.8,10:53am,26.3,5:59am,0,0,4.8,0,16,12:15pm,W,1003.0,76,N,
SC69419,2014,10,8,28.3,32.8,11:15am,24.6,4:32am,0,0,0.0,1,19,1:20pm,ENE,1005.64,78,N,
SC30689,2014,10,9,29.2,32.4,2:06pm,26.8,12:00pm,0,0,18.6,0,18,11:42am,ESE,1005.15,82,N,
SC10803,2014,10,10,29.8,33.8,2:18pm,26.7,5:40am,0,0,0.0,1,18,1:11pm,WSW,1001.51,84,N,
SC69058,2014,10,11,30.8,33.7,1:28pm,27.8,5:17am,0,0,0.0,2,27,2:17pm,W,1000.65,76,N,
SC57925,2014,10,12,30.6,35.1,2:17pm,27.7,5:25am,0,0,0.0,2,24,9:52pm,SW,1000.8,59,N,
SC84793,2014,10,13,29.8,36.4,2:04pm,26.8,6:12am,0,0,0.0,3,26,4:31pm,SW,1002.54,76,N,
SC73033,2014,10,14,29.1,33.7,11:12am,26.6,5:50am,0,0,0.0,2,21,3:31am,ESE,1005.28,77,N,
SC54703,2014,10,15,29.9,34.2,11:33am,27.3,6:08am,0,0,0.2,1,19,10:47am,ENE,1009.17,73,N,
SC76503,2014,10,16,29.7,33.4,9:32am,26.9,3:48am,0,0,0.4,2,21,1:08pm,ENE,1008.51,81,N,
SC58806,2014,10,17,26.0,30.7,10:39am,23.3,5:24pm,0,0,0.0,2,24,11:08am,ENE,1006.25,87,N,
SC25208,2014,10,18,25.0,28.2,12:27pm,23.3,5:43am,0,0,0.0,0,26,3:30pm,E,1008.85,100,N,
SC92693,2014,10,19,25.3,26.4,1:46pm,24.6,4:01am,0,0,0.0,0,0,8:18pm,NW,1006.34,63,N,
SC29848,2014,10,20,23.3,24.7,1:23am,22.5,5:44am,0,0,0.0,0,0,8:44pm,N,1006.03,74,N,
SC27955,2014,10,21,28.4,32.2,1:40pm,24.4,12:48am,0,0,1.4,0,16,3:39pm,ENE,1009.56,35,N,
SC83434,2014,10,22,28.6,32.6,12:14pm,25.6,5:37am,0,0,3.8,1,21,10:30am,E,1008.85,94,N,
SC95318,2014,10,23,26.2,30.1,9:17am,24.8,3:21pm,0,0,19.2,0,19,9:49am,NE,1008.08,99,N,
