scrambled_id,year,month,day,mean_temp,high_temp,high_time,low_temp,low_time,heat_deg_days,cool_deg_days,rain,wind_avg,wind_hi,wind_hi_time,dom_dir,mean_barom,mean_hum,flagged,anomaly_note
SC96020,2011,8,13,30.8,36.1,2:38pm,26.8,4:19am,0,0,0.0,4,26,11:45am,WSW,1000.51,65,N,
SC25209,2011,8,14,30.6,35.5,1:28pm,27.0,5:12am,0,0,0.0,3,21,12:04am,E,1002.77,67,N,
SC80384,2011,8,15,30.5,34.9,10:44am,27.0,5:07am,0,0,2.6,3,26,9:43pm,S,1004.38,74,N,
SC75075,2011,8,16,28.8,34.1,11:40am,24.2,6:32am,0,0,0.0,4,32,4:53am,SSE,1003.57,70,N,
SC55250,2011,8,17,29.6,34.9,12:45pm,26.3,5:08am,0,0,0.0,2,24,3:01pm,WSW,1004.07,75,N,
SC25212,2011,8,18,28.9,35.5,3:09pm,24.2,8:32pm,0,0,0.0,4,29,8:03pm,SW,1003.39,78,N,
SC74180,2011,8,19,27.2,30.9,4:38pm,22.5,2:16am,0,0,18.0,2,21,1:24am,S,1004.34,80,N,
SC78664,2011,8,20,29.5,33.2,2:21pm,26.4,1:58am,0,0,0.0,2,19,5:37am,SSE,1002.91,71,N,
SC90258,2011,8,21,26.0,29.1,2:43pm,21.4,3:55am,0,0,0.0,2,26,2:22am,SE,1002.25,82,N,
SC75989,2011,8,22,30.2,34.9,12:41pm,26.7,3:32am,0,0,0.0,2,19,12:30pm,ESE,1005.0,78,N,
SC51919,2011,8,23,30.2,34.5,11:11am,26.9,4:49am,0,0,0.0,3,23,7:37pm,ESE,1001.72,78,N,
SC21971,2011,8,24,28.9,34.3,2:01pm,21.7,11:11pm,0,0,0.0,3,24,11:34am,SSW,1002.05,73,N,
SC25284,2011,8,25,27.4,32.3,1:32pm,19.5,2:09am,0,0,0.0,2,21,12:30am,ESE,1003.51,83,N,
SC30870,2011,8,26,28.0,33.1,3:33pm,23.1,3:52am,0,0,19.6,3,60,11:52pm,SW,1003.13,74,N,
SC94724,2011,8,27,28.5,33.5,2:44pm,22.2,12:22am,0,0,15.8,3,45,12:00am,SW,1004.03,75,N,
SC41612,2011,8,28,28.9,32.7,3:09pm,24.6,4:49am,0,0,0.0,3,27,11:45am,SW,1002.81,70,N,
SC35053,2011,8,29,29.2,31.2,12:47pm,26.4,1:00am,0,0,0.0,4,24,4:18am,SW,1003.12,53,N,
SC52291,2011,8,30,29.5,33.0,12:15pm,25.3,5:59am,0,0,0.0,4,27,10:05am,SW,999.8,61,N,
SC79983,2011,8,31,29.4,32.7,2:37pm,25.2,6:06am,0,0,0.0,4,26,12:52pm,SSW,999.25,61,N,
SC73997,2011,9,1,30.6,35.8,1:47pm,25.0,11:03am,0,0,5.6,5,27,2:21pm,S,1001.5,61,N,
SC16531,2011,9,2,28.9,32.4,1:37pm,25.5,2:12am,0,0,0.0,4,29,11:53pm,SW,1003.04,67,N,
SC43690,2011,9,3,28.8,34.3,1:34pm,24.9,5:51am,0,0,0.0,4,26,12:00am,SSW,1003.38,70,N,
SC75256,2011,9,4,30.3,35.4,1:16pm,26.1,6:02am,0,0,0.0,5,26,8:52am,SW,1001.01,67,N,
SC74672,2011,9,5,28.6,33.7,1:39pm,25.4,3:49am,0,0,0.0,5,27,11:20pm,SSW,1002.11,69,N,
SC48314,2011,9,6,30.5,37.0,2:59pm,24.6,6:36pm,0,0,0.0,4,45,6:09pm,SW,1004.68,72,N,
SC71153,2011,9,7,29.5,35.1,3:38pm,24.6,5:22am,0,0,0.0,4,29,1:13pm,SSW,1004.26,63,N,
SC79566,2011,9,8,29.5,34.6,3:35pm,23.3,11:44pm,0,0,15.6,3,24,12:47pm,S,1003.55,57,N,
SC26935,2011,9,9,29.6,35.9,3:41pm,25.6,2:01am,0,0,3.6,3,26,11:46pm,S,1002.78,79,N,
SC50148,2011,9,10,29.8,35.7,1:18pm,25.3,1:58am,0,0,0.0,4,29,8:52pm,SW,1003.5,69,N,
SC78619,2011,9,11,30.3,36.4,1:24pm,25.3,6:06am,0,0,0.0,5,29,7:07pm,SW,1002.68,67,N,
SC45968,2011,9,12,29.8,35.1,12:22pm,24.9,6:26am,0,0,1.0,3,29,6:33pm,SW,1001.79,70,N,
SC96388,2011,9,13,29.3,34.3,12:47pm,24.3,6:24am,0,0,0.0,3,23,12:58am,SW,1000.75,71,N,
SC97323,2011,9,14,29.4,34.5,2:29pm,23.5,3:40am,0,0,5.0,3,34,12:45am,SW,1001.36,76,N,
SC64863,2011,9,15,30.0,35.5,2:06pm,25.5,4:23am,0,0,1.0,5,32,11:30pm,SW,1001.95,73,N,
SC84927,2011,9,16,28.7,35.0,3:27pm,23.7,12:29am,0,0,0.0,4,29,9:37am,SW,1003.77,77,N,
SC66982,2011,9,17,27.5,31.8,1:10pm,22.5,12:55am,0,0,12.0,2,26,12:36am,S,1005.5,77,N,
SC96169,2011,9,18,28.7,34.4,3:11pm,22.1,1:11am,0,0,0.0,2,32,12:53am,WSW,1005.38,76,N,
SC60758,2011,9,19,28.2,34.2,2:14pm,22.9,11:38pm,0,0,18.0,3,24,2:03pm,S,1006.88,76,N,
SC82821,2011,9,20,25.6,29.5,2:23pm,21.5,3:56am,0,0,0.0,2,27,3:38am,S,1007.42,84,N,
SC35480,2011,9,21,30.4,35.4,3:09pm,25.5,5:34am,0,0,0.0,2,26,12:08pm,SW,1004.97,73,N,
SC40220,2011,9,22,30.0,34.1,2:14pm,24.9,6:19am,0,0,0.0,2,24,9:36am,WSW,1005.27,62,N,
SC31110,2011,9,23,29.2,33.6,12:58pm,24.7,6:19am,0,0,0.0,3,19,7:50am,ESE,1004.14,65,N,
SC33671,2011,9,24,29.6,34.6,12:53pm,25.4,5:42am,0,0,0.0,4,26,6:40pm,S,1004.48,66,N,
SC67740,2011,9,25,29.6,34.3,11:57am,25.8,5:23am,0,0,0.0,4,21,4:55am,SSE,1004.43,77,N,
SC82554,2011,9,26,30.8,36.9,2:39pm,25.2,6:15am,0,0,0.0,4,29,6:07am,SSE,1007.67,73,N,
SC45423,2011,9,27,30.9,35.1,11:24am,26.8,5:55am,0,0,0.0,2,24,3:15am,ESE,1005.22,80,N,
SC11247,2011,9,28,30.9,36.7,11:59am,27.0,5:55am,0,0,0.0,2,21,2:39am,SSW,1005.25,80,N,
SC52989,2011,9,29,28.5,33.2,4:24pm,21.3,8:30am,0,0,0.0,1,26,7:24am,WSW,1006.1,82,N,
SC56729,2011,9,30,30.3,35.8,12:26pm,25.6,5:50am,0,0,0.0,2,16,8:34am,SW,1003.63,82,N,
SC46388,2011,10,1,29.5,34.6,10:44am,24.0,5:36am,0,0,0.0,2,18,12:41pm,ESE,1005.95,73,N,
SC64611,2011,10,2,29.3,34.4,1:04pm,24.6,4:47am,0,0,0.0,2,18,1:46pm,ESE,1005.7,70,N,
SC59208,2011,10,3,29.1,34.1,3:26pm,23.3,4:54am,0,0,0.8,2,24,7:41am,SW,1005.8,65,N,
SC42756,2011,10,4,30.8,35.4,2:46pm,26.2,4:15am,0,0,0.0,2,19,11:48am,W,1005.54,68,N,
SC20642,2011,10,5,30.1,34.3,12:14pm,26.3,6:08am,0,0,0.0,2,18,8:05am,E,1007.1,67,N,
SC56643,2011,10,6,29.3,34.1,12:43pm,25.3,6:47am,0,0,0.0,1,19,10:16am,E,1007.77,72,N,
SC53553,2011,10,7,28.8,33.5,12:10pm,23.5,4:54am,0,0,0.0,2,18,1:41pm,ESE,1006.84,65,N,
SC31385,2011,10,8,30.1,35.4,12:41pm,26.3,5:54am,0,0,0.6,2,19,10:14am,SSE,1007.67,71,N,
SC50997,2011,10,9,30.6,36.0,11:12am,24.7,5:52am,0,0,0.0,2,21,4:37pm,ENE,1006.29,64,N,
SC38811,2011,10,10,29.6,33.5,9:45am,24.8,5:58am,0,0,0.0,1,23,3:57pm,ENE,1005.33,76,N,
SC69929,2011,10,11,28.4,31.5,11:01am,24.5,5:55am,0,0,0.4,1,19,2:31pm,ENE,1008.27,71,N,
SC46512,2011,10,12,28.2,32.6,12:22pm,23.7,5:29am,0,0,3.0,1,21,11:26am,NE,1008.01,79,N,
SC59228,2011,10,13,28.7,32.8,10:52am,24.9,5:47am,0,0,0.0,1,18,12:06pm,ENE,1005.42,79,N,
SC80107,2011,10,14,29.2,33.7,10:43am,25.6,5:40am,0,0,0.0,1,19,12:01pm,ESE,1006.07,84,N,
SC32286,2011,10,15,30.1,34.5,12:18pm,24.5,5:36am,0,0,0.0,1,19,11:49am,ESE,1005.78,71,N,
SC56260,2011,10,16,29.2,33.4,2:11pm,24.4,5:47am,0,0,0.0,1,18,12:14pm,E,1005.15,72,N,
SC54470,2011,10,17,28.3,31.9,1:27pm,23.8,5:44am,0,0,8.6,1,18,3:15pm,E,1006.75,78,N,
SC42090,2011,10,18,28.8,32.1,12:11pm,24.2,6:13am,0,0,0.0,1,14,12:58pm,NE,1004.74,72,N,
SC98702,2011,10,19,28.5,32.9,12:39pm,22.8,6:04am,0,0,0.0,1,23,2:38pm,ENE,1004.37,67,N,
SC96041,2011,10,20,30.5,34.9,12:16pm,24.4,4:58am,0,0,0.0,1,19,12:52pm,E,1004.21,66,N,
SC53000,2011,10,21,30.3,33.9,9:59am,25.1,5:56am,0,0,0.0,1,19,3:31pm,E,1006.47,76,N,
SC92455,2011,10,22,30.7,34.5,10:35am,25.1,6:01am,0,0,0.0,1,23,11:11am,E,1005.03,72,N,
SC89273,2011,10,23,29.9,33.7,1:59pm,25.1,6:00am,0,0,0.0,2,19,11:25am,ENE,1006.45,78,N,
SC15550,2011,10,24,27.3,30.8,10:42am,23.1,4:54am,0,0,0.0,2,21,2:30pm,NNE,1008.69,84,N,
SC82439,2011,10,25,24.1,26.2,12:08am,21.9,12:31pm,0,0,0.0,1,21,1:50am,NW,1007.81,100,N,
SC97883,2011,10,26,25.5,30.8,11:20am,22.6,1:06am,0,0,0.0,1,23,12:17pm,ENE,1005.75,98,N,
SC88967,2011,10,27,26.4,29.4,1:56pm,23.6,6:55am,0,0,0.0,0,14,6:43am,NW,1007.24,95,N,
SC40504,2011,10,28,28.5,32.3,1:19pm,23.3,3:31am,0,0,0.0,1,26,2:54pm,NNE,1009.76,81,N,
SC27692,2011,10,29,26.4,30.6,12:03pm,23.4,5:51am,0,0,0.0,1,21,3:30pm,ENE,1008.51,93,N,
SC62982,2011,10,30,27.3,31.2,1:40pm,23.1,3:40am,0,0,1.8,1,16,11:18am,NNE,1006.39,87,N,
SC24974,2011,10,31,26.7,30.5,12:51pm,23.7,7:14am,0,0,13.4,0,16,11:23am,NNE,1007.35,86,N,
SC33181,2011,11,1,26.8,30.2,10:50am,24.5,11:35am,0,0,16.4,1,23,2:11pm,ENE,1005.59,88,N,
SC31835,2011,11,2,27.1,30.6,1:11pm,23.2,3:38am,0,0,14.2,0,21,3:23am,S,1006.46,91,N,
SC27994,2011,11,3,26.1,29.6,9:23am,23.7,4:41am,0,0,0.0,0,19,10:33am,NNW,1004.87,100,N,
SC36977,2011,11,4,25.2,27.4,3:10pm,22.1,3:53am,0,0,0.0,0,19,10:56pm,NNE,1009.46,96,N,
SC56048,2011,11,5,27.1,30.1,12:04pm,23.8,7:40pm,0,0,0.0,1,19,11:15am,N,1007.34,97,N,
SC15546,2011,11,6,26.1,29.4,11:10am,22.0,2:58am,0,0,0.4,1,21,1:33pm,NNW,1008.18,87,N,
SC40084,2011,11,7,28.1,32.3,11:37am,22.5,6:15am,0,0,0.0,1,18,2:00pm,NNE,1008.03,78,N,
SC30304,2011,11,8,25.9,31.1,12:19pm,19.4,6:08am,0,0,0.0,1,16,1:24pm,NNW,1009.84,70,N,
SC57150,2011,11,9,27.2,33.1,12:48pm,19.2,4:56am,0,0,0.0,1,19,3:05pm,NNE,1009.72,65,N,
SC45093,2011,11,10,26.1,30.6,12:47pm,20.5,5:57am,0,0,0.0,1,21,2:01pm,NNW,1007.13,81,N,
SC52856,2011,11,11,27.6,30.9,11:57am,22.2,5:38am,0,0,0.0,1,24,1:39pm,NNE,1007.31,70,N,
SC64434,2011,11,12,28.0,32.2,1:38pm,21.7,6:18am,0,0,0.0,0,18,11:45am,NNE,1007.46,70,N,
SC96256,2011,11,13,27.2,30.9,1:01pm,20.5,6:04am,0,0,0.0,1,23,1:40pm,NNE,1008.6,76,N,
SC43430,2011,11,14,26.9,30.7,1:48pm,20.4,5:59am,0,0,0.0,2,24,11:29am,N,1011.19,67,N,
SC78408,2011,11,15,28.3,32.2,11:52am,23.1,6:05am,0,0,0.0,2,27,3:09pm,NNW,1008.71,76,N,
SC93876,2011,11,16,27.8,31.2,12:28pm,22.3,5:53am,0,0,0.0,3,34,3:51pm,NNW,1008.13,70,N,
SC83945,2011,11,17,27.0,31.1,11:36am,24.0,6:56am,0,0,0.0,1,26,1:07am,ENE,1007.0,94,N,
SC67544,2011,11,18,26.8,29.9,12:38pm,24.0,5:54am,0,0,0.0,2,29,4:30am,NNE,1010.25,75,N,
SC61513,2011,11,19,27.1,30.6,12:58pm,19.5,5:46am,0,0,0.0,3,24,10:26am,NNE,1007.93,65,N,
SC24194,2011,11,20,26.9,30.5,11:52am,20.4,6:28am,0,0,0.0,2,26,11:36am,NNE,1010.49,65,N,
SC47617,2011,11,21,27.9,30.8,11:43am,21.2,6:06am,0,0,0.0,2,26,11:51am,N,1009.05,60,N,
SC34948,2011,11,22,27.4,30.0,12:36pm,21.7,6:25am,0,0,0.0,2,23,12:20pm,NE,1008.48,61,N,
SC13294,2011,11,23,27.6,29.8,11:53am,23.8,3:44am,0,0,0.0,2,27,11:30am,NNE,1009.26,64,N,
SC99344,2011,11,24,28.0,30.0,1:33pm,24.3,11:12pm,0,0,0.0,4,40,11:05pm,NNE,1009.59,79,N,
SC90423,2011,11,25,24.4,27.0,9:52am,21.6,1:51am,0,0,0.0,2,35,10:13am,NE,1006.68,95,N,
SC62445,2011,11,26,26.6,27.2,10:34am,24.9,12:36pm,0,0,0.0,4,34,12:26pm,ENE,1008.0,92,N,
SC12865,2011,11,27,24.4,26.1,1:34am,21.5,7:56am,0,0,0.0,2,34,2:21am,E,1007.74,91,N,
SC70251,2011,11,28,25.1,28.6,11:38am,22.2,3:07am,0,0,10.8,1,18,2:31pm,NE,1007.64,91,N,
SC78001,2011,11,29,26.6,29.3,12:19pm,23.5,8:10am,0,0,0.4,1,23,10:32am,NNW,1009.18,86,N,
SC41521,2011,11,30,27.0,30.9,11:03am,22.0,5:32am,0,0,0.0,1,18,3:43pm,ENE,1009.34,85,N,
SC45377,2011,12,1,27.9,31.5,2:14pm,23.5,3:03am,0,0,0.0,1,16,9:51am,ENE,1009.52,77,N,
SC68160,2011,12,2,27.3,31.5,12:57pm,22.4,6:32am,0,0,0.0,1,16,2:00pm,ESE,1007.97,76,N,
SC46844,2011,12,3,27.5,32.1,11:19am,21.5,5:29am,0,0,0.0,1,16,10:46am,ESE,1004.69,76,N,
SC87428,2011,12,4,26.2,30.5,12:02pm,20.8,6:36am,0,0,0.0,0,14,1:19pm,E,1006.33,73,N,
SC86641,2011,12,5,27.4,31.2,10:28am,21.3,3:48am,0,0,0.0,1,18,3:11pm,ENE,1008.82,80,N,
SC13484,2011,12,6,27.5,31.3,11:28am,22.4,6:27am,0,0,0.0,1,19,1:26pm,ENE,1009.86,71,N,
SC96023,2011,12,7,27.5,30.5,11:34am,23.5,5:14am,0,0,0.0,3,27,1:54pm,NE,1009.31,56,N,
SC72639,2011,12,8,27.4,31.0,2:03pm,23.9,2:51am,0,0,0.0,3,29,10:17am,N,1008.85,62,N,
SC15843,2011,12,9,26.9,30.8,11:01am,22.4,2:47am,0,0,0.6,3,26,11:27am,ENE,1008.39,81,N,
SC92390,2011,12,10,28.7,32.1,1:00pm,24.7,6:58am,0,0,0.0,1,19,3:26pm,ENE,1008.32,79,N,
SC28709,2011,12,11,27.2,31.1,12:45pm,22.7,5:54am,0,0,0.0,1,18,8:46am,NE,1007.93,76,N,
SC26931,2011,12,12,28.5,31.7,1:48pm,23.4,6:29am,0,0,0.0,1,21,12:36pm,NE,1009.77,75,N,
SC33718,2011,12,13,28.7,32.5,11:47am,25.1,5:38am,0,0,0.0,2,32,11:16am,NE,1011.73,65,N,
SC11008,2011,12,14,26.6,30.0,10:49am,23.9,6:02am,0,0,0.8,2,27,12:43pm,N,1010.41,73,N,
SC89924,2011,12,15,26.1,28.7,11:43am,22.4,5:30am,0,0,0.0,3,27,2:13pm,NE,1012.14,73,N,
SC53110,2011,12,16,27.3,30.5,10:19am,22.6,7:41am,0,0,0.0,2,23,1:31pm,ENE,1009.99,61,N,
SC29466,2011,12,17,25.6,28.7,12:48pm,20.2,6:38am,0,0,0.0,2,26,1:21pm,NE,1010.47,50,N,
SC84756,2011,12,18,25.2,28.0,11:58am,20.3,6:11am,0,0,0.0,1,29,12:07pm,NNE,1009.8,69,N,
SC59118,2011,12,19,24.7,28.4,10:50am,20.0,6:09am,0,0,0.0,3,24,11:03am,N,1011.5,75,N,
SC12724,2011,12,20,24.5,28.4,1:03pm,20.3,5:31am,0,0,0.0,2,27,2:03pm,N,1010.03,73,N,
SC10722,2011,12,21,26.0,29.4,12:33pm,21.0,6:14am,0,0,0.0,2,29,4:07pm,NNE,1009.74,69,N,
SC82132,2011,12,22,25.5,28.9,1:03pm,20.7,6:56am,0,0,0.0,2,27,11:26am,N,1011.45,63,N,
SC30324,2011,12,23,24.6,27.4,1:48pm,21.0,6:01am,0,0,0.0,1,26,12:42pm,N,1010.39,72,N,
SC66685,2011,12,24,24.0,28.0,12:22pm,18.9,6:40am,0,0,0.0,1,27,1:27pm,NNW,1009.47,72,N,
SC14461,2011,12,25,25.2,29.5,11:21am,20.7,6:13am,0,0,0.0,2,27,4:27pm,NNW,1007.19,79,N,
SC56059,2011,12,26,24.3,29.4,2:04pm,19.6,4:04am,0,0,0.0,2,29,11:37am,NNW,1010.04,67,N,
SC25243,2011,12,27,23.6,29.3,2:16pm,18.8,3:33am,0,0,0.0,2,26,10:04am,NNW,1006.2,69,N,
SC49909,2011,12,28,25.4,31.1,1:42pm,20.2,5:54am,0,0,0.0,5,35,12:09pm,NW,1007.17,58,N,
SC24590,2011,12,29,24.7,25.9,9:09pm,22.3,9:56am,0,0,0.0,10,39,11:33am,NW,1003.94,96,N,
SC85687,2011,12,30,22.9,25.0,12:08am,21.3,6:53pm,0,0,0.0,6,43,7:18am,E,1006.85,97,N,
SC10401,2011,12,31,24.7,29.6,1:50pm,20.2,2:31am,0,0,0.0,1,14,12:58pm,E,1008.54,86,N,
SC46496,2012,1,1,26.1,29.8,3:42pm,23.5,8:13am,0,0,2.8,1,16,9:27am,SE,1008.9,87,N,
SC33416,2012,1,2,26.5,30.2,12:08pm,23.9,6:48am,0,0,1.2,1,16,2:38pm,ENE,1009.48,90,N,
SC20039,2012,1,3,26.6,30.6,11:17am,23.0,5:16am,0,0,0.0,1,19,12:27pm,ENE,1008.06,85,N,
SC83104,2012,1,4,26.6,30.7,11:05am,22.9,5:33am,0,0,0.0,1,18,12:34pm,ENE,1009.12,80,N,
SC43891,2012,1,5,26.4,30.1,10:51am,23.0,6:08am,0,0,0.0,1,19,2:26pm,ENE,1011.29,79,N,
SC66974,2012,1,6,27.1,31.1,1:37pm,23.8,6:36am,0,0,0.0,1,18,1:22pm,ENE,1012.42,78,N,
SC45120,2012,1,7,25.3,29.5,12:11pm,21.4,6:43am,0,0,0.0,2,18,1:09pm,E,1014.09,76,N,
SC59729,2012,1,8,25.9,30.1,10:39am,22.2,6:30am,0,0,0.0,2,21,12:35pm,E,1010.63,79,N,
SC48122,2012,1,9,25.9,30.4,10:39am,22.1,6:30am,0,0,0.0,2,21,12:35pm,E,1012.29,86,N,
SC86928,2012,1,10,26.5,30.0,12:16pm,23.4,6:01am,0,0,0.0,3,24,9:55am,ESE,1009.46,76,N,
SC93866,2012,1,11,26.3,31.2,11:49am,23.7,2:15am,0,0,12.0,2,21,10:31am,ESE,1012.11,69,N,
SC48310,2012,1,12,24.6,28.2,1:35pm,20.2,4:14am,0,0,0.0,1,19,3:06pm,NW,1010.05,78,N,
SC30462,2012,1,13,24.9,27.4,2:08pm,21.5,6:59am,0,0,0.0,2,23,1:47pm,NNE,1012.22,74,N,
SC34004,2012,1,14,24.2,27.5,1:37pm,20.8,7:06am,0,0,0.0,1,24,12:20pm,NNE,1012.39,53,N,
SC35772,2012,1,15,24.4,28.3,12:59pm,19.6,6:26am,0,0,0.0,1,24,1:39pm,N,1012.02,56,N,
SC60966,2012,1,16,24.3,28.9,10:51am,19.2,6:37am,0,0,0.0,1,16,9:26am,ENE,1007.35,57,N,
SC93261,2012,1,17,22.9,28.4,12:41pm,17.2,6:35am,0,0,0.0,1,16,11:47am,E,1006.32,67,N,
SC22286,2012,1,18,24.0,29.3,11:27am,18.4,6:31am,0,0,0.0,2,23,1:29pm,SE,1005.43,74,N,
SC41360,2012,1,19,24.7,29.9,10:53am,19.0,4:47am,0,0,0.0,2,19,2:22pm,ESE,1007.82,70,N,
SC18400,2012,1,20,24.9,30.4,11:44am,19.5,6:16am,0,0,0.0,1,24,11:46am,ESE,1009.29,68,N,
SC82158,2012,1,21,23.5,27.8,12:53pm,18.4,5:40am,0,0,0.0,1,19,4:14pm,ENE,1007.9,70,N,
SC22107,2012,1,22,24.3,28.7,12:40pm,18.6,6:03am,0,0,0.0,2,19,2:53pm,ENE,1009.89,74,N,
SC85630,2012,1,23,24.4,28.3,12:25pm,18.6,6:36am,0,0,0.0,1,19,10:36am,ENE,1011.43,70,N,
SC58926,2012,1,24,24.4,28.6,2:31pm,18.7,6:26am,0,0,0.0,1,24,1:25pm,ENE,1012.81,64,N,
SC79966,2012,1,25,25.4,29.3,11:50am,19.8,6:16am,0,0,0.0,1,19,8:19am,ENE,1011.29,62,N,
SC56922,2012,1,26,25.2,28.5,11:46am,20.2,6:09am,0,0,0.0,1,21,11:13am,NE,1009.55,71,N,
SC77592,2012,1,27,24.9,28.9,11:55am,20.0,5:20am,0,0,0.0,1,18,12:46pm,ENE,1009.2,77,N,
SC27053,2012,1,28,26.1,29.3,12:59pm,21.9,6:35am,0,0,0.0,2,21,2:32pm,ENE,1009.56,65,N,
SC67704,2012,1,29,25.9,29.7,1:01pm,20.9,3:31am,0,0,0.0,2,21,11:57am,ENE,1008.76,64,N,
SC15195,2012,1,30,25.6,28.7,11:05am,22.4,3:42am,0,0,0.0,3,26,3:27pm,ENE,1010.25,70,N,
SC11502,2012,1,31,26.1,28.9,12:21pm,22.9,3:24am,0,0,0.0,2,32,1:45pm,ENE,1011.14,64,N,
SC67026,2012,2,1,25.6,29.5,2:48pm,20.7,7:11am,0,0,0.0,2,26,11:55am,NE,1011.38,62,N,
SC61416,2012,2,2,25.2,28.7,11:39am,20.3,6:37am,0,0,0.0,2,27,1:51pm,NNE,1012.39,73,N,
SC61148,2012,2,3,27.3,30.3,11:30am,24.1,7:19am,0,0,0.0,2,24,11:45am,NNE,1011.08,72,N,
SC64384,2012,2,4,26.0,29.1,1:53pm,20.1,5:51am,0,0,0.0,2,24,10:28am,NE,1009.63,58,N,
SC99101,2012,2,5,25.6,29.5,2:02pm,20.6,6:23am,0,0,0.0,2,19,3:03pm,NE,1010.78,67,N,
SC71471,2012,2,6,25.7,30.2,2:30pm,21.1,5:51am,0,0,0.0,1,21,4:24pm,NE,1010.66,79,N,
SC30528,2012,2,7,27.6,31.8,12:10pm,24.1,6:33am,0,0,0.0,1,19,3:00pm,ENE,1008.19,77,N,
SC31928,2012,2,8,26.9,31.4,12:23pm,22.5,6:26am,0,0,0.0,1,21,12:08pm,E,1007.86,77,N,
SC22257,2012,2,9,25.5,29.3,11:20am,21.2,6:18am,0,0,0.0,1,19,1:10pm,ENE,1007.53,81,N,
SC47031,2012,2,10,26.3,30.4,1:20pm,22.0,6:37am,0,0,0.0,2,19,3:31pm,ESE,1009.89,75,N,
SC50503,2012,2,11,26.7,29.8,1:10pm,23.0,6:48am,0,0,0.0,2,19,1:35pm,ENE,1011.37,81,N,
SC56812,2012,2,12,26.6,30.9,1:44pm,21.9,6:28am,0,0,0.0,1,21,12:18pm,ENE,1008.41,82,N,
SC80096,2012,2,13,25.7,29.5,12:37pm,20.9,6:25am,0,0,0.0,2,21,11:01am,ENE,1009.7,74,N,
SC18705,2012,2,14,25.8,30.0,1:13pm,21.3,6:25am,0,0,0.0,1,19,1:20pm,ENE,1010.47,81,N,
SC72296,2012,2,15,26.3,31.8,1:14pm,21.5,6:23am,0,0,0.0,3,23,11:30am,ESE,1007.93,84,N,
SC32352,2012,2,16,27.0,31.1,12:00pm,22.9,6:07am,0,0,0.0,3,23,1:15pm,ESE,1009.12,78,N,
SC14687,2012,2,17,25.8,29.8,11:46am,21.3,6:40am,0,0,0.0,2,24,3:21pm,ENE,1008.25,79,N,
SC12317,2012,2,18,26.2,30.4,12:01pm,20.8,6:41am,0,0,0.0,1,21,3:28pm,ENE,1011.56,79,N,
SC10196,2012,2,19,25.4,30.2,12:36pm,21.0,6:36am,0,0,0.0,1,21,1:36pm,ENE,1010.43,74,N,
SC85314,2012,2,20,25.3,30.9,3:15pm,19.9,6:29am,0,0,0.0,1,16,12:56pm,E,1006.87,79,N,
SC64432,2012,2,21,27.7,32.3,10:50am,23.0,6:05am,0,0,0.0,1,19,1:13pm,E,1006.18,78,N,
SC16971,2012,2,22,27.7,32.6,12:39pm,22.6,5:56am,0,0,0.0,1,19,2:50pm,E,1005.91,78,N,
SC62652,2012,2,23,27.3,32.5,11:46am,21.7,6:25am,0,0,0.0,1,18,2:35pm,NNE,1005.95,72,N,
SC97198,2012,2,24,27.3,34.0,12:26pm,20.0,6:28am,0,0,0.0,1,16,1:17pm,ENE,1007.01,61,N,
SC86356,2012,2,25,27.8,34.0,11:59am,19.8,6:07am,0,0,0.0,0,14,1:26pm,NE,1006.49,56,N,
SC49143,2012,2,26,26.4,31.2,1:32pm,20.2,5:55am,0,0,0.0,1,19,12:54pm,NE,1006.0,68,N,
SC23205,2012,2,27,26.7,31.4,11:20am,20.0,5:59am,0,0,0.0,1,16,10:21am,ENE,1007.32,66,N,
SC27793,2012,2,28,26.7,31.7,10:35am,20.9,6:37am,0,0,0.0,4,24,2:01pm,ESE,1006.94,84,N,
SC70626,2012,2,29,29.3,34.6,11:33am,25.7,6:26am,0,0,0.0,5,29,2:12pm,SE,1005.59,82,N,
SC94490,2012,3,1,28.3,32.7,12:08pm,24.7,5:53am,0,0,0.0,5,31,2:05pm,SE,1006.62,80,N,
SC20645,2012,3,2,29.0,35.0,12:55pm,26.1,6:24am,0,0,0.0,6,31,5:10pm,SE,1003.3,80,N,
SC16466,2012,3,3,29.0,35.1,11:55am,25.7,4:10am,0,0,0.0,7,32,5:10pm,SSE,1003.77,81,N,
SC58501,2012,3,4,28.0,32.8,10:22am,24.7,6:11am,0,0,0.0,5,31,1:42pm,SE,1004.7,83,N,
SC32662,2012,3,5,29.1,32.7,1:48pm,26.3,6:14am,0,0,0.0,4,24,12:08pm,SE,1005.16,81,N,
SC71881,2012,3,6,28.6,33.6,11:07am,25.1,6:23am,0,0,0.0,3,24,12:35pm,SE,1004.31,81,N,
SC65310,2012,3,7,28.3,33.4,12:28pm,24.3,4:28am,0,0,0.0,4,26,1:30pm,SE,1005.02,80,N,
SC21125,2012,3,8,29.3,35.7,11:52am,25.3,6:27am,0,0,0.0,4,27,2:29pm,SSE,1001.81,82,N,
SC80526,2012,3,9,28.8,33.6,10:53am,25.1,5:32am,0,0,0.0,3,19,3:35pm,ESE,1005.25,90,N,
SC19718,2012,3,10,29.1,33.6,11:41am,25.9,6:31am,0,0,0.0,2,26,12:33pm,SSE,1002.64,87,N,
